identifier,title,year,publisher,subject,subcollection,pdf_file_id,pdf_filename,pdf_original_path,pdf_export_relpath,ocr_id,ocr_completed_date,ocr_export_relpath,metadata_export_relpath
cihm_30315,The Battle River Valley [microform] : a pamphlet describing the advantages of the country drained by the Battle and Saskatchewan rivers as a field for settlement,1883,"[Battleford, Sask.? : s.n.]",Canadian immigration literature,saskatchewan_1808_1946,3910,cihm_30315.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_30315.pdf,,4746,2025-10-06 09:44:45.196056,ocr/cihm_30315.json,metadata/cihm_30315.json
cihm_30532,"The Memorial of settlers in the tract granted to the Saskatchewan Homestead Company, in the Canadian North-West, 1883 [microform]",1883,Toronto : [Saskatchewan Land and Homestead Company?],Saskatchewan Land and Homestead Company; Saskatchewan Land and Homestead Company,saskatchewan_1808_1946,3911,cihm_30532.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_30532.pdf,,4747,2025-10-06 09:44:45.196331,ocr/cihm_30532.json,metadata/cihm_30532.json
cihm_30696,"The agricultural depression at home, and the resources, capabilities and prospects of the Canadian new North-West [microform] : a lecture delivered before the Balloon Society of Great Britain at the Royal Aquarium, on Friday 9, 1883",1883,London : H. Sell,Agriculture; Agriculture,saskatchewan_1808_1946,3912,cihm_30696.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_30696.pdf,,4748,2025-10-06 09:44:45.196627,ocr/cihm_30696.json,metadata/cihm_30696.json
cihm_30697,Lettres d'un émigrant ou Voyage au Canada [microforme],1883,[Bruxelles? : s.n.],,saskatchewan_1808_1946,3913,cihm_30697.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_30697.pdf,,4749,2025-10-06 09:44:45.197396,ocr/cihm_30697.json,metadata/cihm_30697.json
equitydecisions00courgoog,"The equity decisions of the Hon. John W. Ritchie, judge in equity of the province of Nova Scotia. 1873-1882",1883,"[Halifax, N.S.], [A. & W. Mackinlay]","Law reports, digests, etc -- Nova Scotia; Equity -- Nova Scotia; Equity; Law reports, digests, etc; Nova Scotia",saskatchewan_1808_1946,3914,equitydecisions00courgoog.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/equitydecisions00courgoog.pdf,,4750,2025-10-06 09:44:45.202149,ocr/equitydecisions00courgoog.json,metadata/equitydecisions00courgoog.json
equitydecisions01courgoog,"The equity decisions of the Hon. John W. Ritchie, judge in equity of the province of Nova Scotia. 1873-1882",1883,"[Halifax, N.S.], [A. & W. Mackinlay]","Law reports, digests, etc -- Nova Scotia; Equity -- Nova Scotia; Equity; Law reports, digests, etc; Nova Scotia",saskatchewan_1808_1946,3915,equitydecisions01courgoog.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/equitydecisions01courgoog.pdf,,4751,2025-10-06 09:44:45.207705,ocr/equitydecisions01courgoog.json,metadata/equitydecisions01courgoog.json
manitobaandnort00goog,Manitoba and the North-West Frauds: Correspondence with the Department of ...,1883,Published for the author,,saskatchewan_1808_1946,3916,manitobaandnort00goog.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/manitobaandnort00goog.pdf,,4752,2025-10-06 09:44:45.209708,ocr/manitobaandnort00goog.json,metadata/manitobaandnort00goog.json
officialguideboo00cana,Official guide book to the Canadian Pacific Railway lands in Manitoba and part of the N.W. Territory : compiled from Manual of survey and C.P.R. land examination reports,1883,Winnipeg : The Bishop Engraving and Printing Company,Canadian Pacific Railway Company; Railroad land grants; Land grants -- Prairie Provinces; Prairie Provinces -- Description and travel; Manitoba -- Description and travel; Saskatchewan -- Description and travel,saskatchewan_1808_1946,3917,officialguideboo00cana.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/officialguideboo00cana.pdf,,4753,2025-10-06 09:44:45.210224,ocr/officialguideboo00cana.json,metadata/officialguideboo00cana.json
PTR_1883010301,Prince Albert times and Saskatchewan review (1883-01-03),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3918,PTR_1883010301.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883010301.pdf,,4754,2025-10-06 09:44:45.210470,ocr/PTR_1883010301.json,metadata/PTR_1883010301.json
PTR_1883011001,Prince Albert times and Saskatchewan review (1883-01-10),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3919,PTR_1883011001.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883011001.pdf,,4755,2025-10-06 09:44:45.210570,ocr/PTR_1883011001.json,metadata/PTR_1883011001.json
PTR_1883011701,Prince Albert times and Saskatchewan review (1883-01-17),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3920,PTR_1883011701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883011701.pdf,,4756,2025-10-06 09:44:45.210687,ocr/PTR_1883011701.json,metadata/PTR_1883011701.json
PTR_1883012401,Prince Albert times and Saskatchewan review (1883-01-24),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3921,PTR_1883012401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883012401.pdf,,4757,2025-10-06 09:44:45.210787,ocr/PTR_1883012401.json,metadata/PTR_1883012401.json
PTR_1883013101,Prince Albert times and Saskatchewan review (1883-01-31),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3923,PTR_1883013101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883013101.pdf,,4758,2025-10-06 09:44:45.211516,ocr/PTR_1883013101.json,metadata/PTR_1883013101.json
PTR_1883020701,Prince Albert times and Saskatchewan review (1883-02-07),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3924,PTR_1883020701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883020701.pdf,,4759,2025-10-06 09:44:45.211597,ocr/PTR_1883020701.json,metadata/PTR_1883020701.json
PTR_1883021401,Prince Albert times and Saskatchewan review (1883-02-14),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3925,PTR_1883021401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883021401.pdf,,4760,2025-10-06 09:44:45.211666,ocr/PTR_1883021401.json,metadata/PTR_1883021401.json
PTR_1883022101,Prince Albert times and Saskatchewan review (1883-02-21),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3926,PTR_1883022101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883022101.pdf,,4761,2025-10-06 09:44:45.211725,ocr/PTR_1883022101.json,metadata/PTR_1883022101.json
PTR_1883022801,Prince Albert times and Saskatchewan review (1883-02-28),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3927,PTR_1883022801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883022801.pdf,,4762,2025-10-06 09:44:45.211787,ocr/PTR_1883022801.json,metadata/PTR_1883022801.json
PTR_1883030701,Prince Albert times and Saskatchewan review (1883-03-07),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3928,PTR_1883030701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883030701.pdf,,4763,2025-10-06 09:44:45.211866,ocr/PTR_1883030701.json,metadata/PTR_1883030701.json
PTR_1883031401,Prince Albert times and Saskatchewan review (1883-03-14),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3929,PTR_1883031401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883031401.pdf,,4764,2025-10-06 09:44:45.211930,ocr/PTR_1883031401.json,metadata/PTR_1883031401.json
PTR_1883032101,Prince Albert times and Saskatchewan review (1883-03-21),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3930,PTR_1883032101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883032101.pdf,,4765,2025-10-06 09:44:45.211975,ocr/PTR_1883032101.json,metadata/PTR_1883032101.json
PTR_1883032801,Prince Albert times and Saskatchewan review (1883-03-28),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3931,PTR_1883032801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883032801.pdf,,4766,2025-10-06 09:44:45.212039,ocr/PTR_1883032801.json,metadata/PTR_1883032801.json
PTR_1883040401,Prince Albert times and Saskatchewan review (1883-04-04),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3932,PTR_1883040401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883040401.pdf,,4767,2025-10-06 09:44:45.212106,ocr/PTR_1883040401.json,metadata/PTR_1883040401.json
PTR_1883041101,Prince Albert times and Saskatchewan review (1883-04-11),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3933,PTR_1883041101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883041101.pdf,,4768,2025-10-06 09:44:45.212163,ocr/PTR_1883041101.json,metadata/PTR_1883041101.json
PTR_1883041801,Prince Albert times and Saskatchewan review (1883-04-18),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3934,PTR_1883041801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883041801.pdf,,4769,2025-10-06 09:44:45.212223,ocr/PTR_1883041801.json,metadata/PTR_1883041801.json
PTR_1883042501,Prince Albert times and Saskatchewan review (1883-04-25),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3935,PTR_1883042501.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883042501.pdf,,4770,2025-10-06 09:44:45.212300,ocr/PTR_1883042501.json,metadata/PTR_1883042501.json
BDM_1883042601,Daily mail (1883-04-26),1883,C. Cliffe.,"Daily mail [Brandon, Man.]",saskatchewan_1808_1946,3936,BDM_1883042601.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/BDM_1883042601.pdf,,4771,2025-10-06 09:44:45.212359,ocr/BDM_1883042601.json,metadata/BDM_1883042601.json
PTR_1883050201,Prince Albert times and Saskatchewan review (1883-05-02),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3937,PTR_1883050201.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883050201.pdf,,4772,2025-10-06 09:44:45.212407,ocr/PTR_1883050201.json,metadata/PTR_1883050201.json
PTR_1883050901,Prince Albert times and Saskatchewan review (1883-05-09),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3938,PTR_1883050901.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883050901.pdf,,4773,2025-10-06 09:44:45.212448,ocr/PTR_1883050901.json,metadata/PTR_1883050901.json
PTR_1883051601,Prince Albert times and Saskatchewan review (1883-05-16),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3939,PTR_1883051601.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883051601.pdf,,4774,2025-10-06 09:44:45.212505,ocr/PTR_1883051601.json,metadata/PTR_1883051601.json
PTR_1883052301,Prince Albert times and Saskatchewan review (1883-05-23),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3940,PTR_1883052301.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883052301.pdf,,4775,2025-10-06 09:44:45.212567,ocr/PTR_1883052301.json,metadata/PTR_1883052301.json
PTR_1883053001,Prince Albert times and Saskatchewan review (1883-05-30),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3941,PTR_1883053001.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883053001.pdf,,4776,2025-10-06 09:44:45.212657,ocr/PTR_1883053001.json,metadata/PTR_1883053001.json
PTR_1883060601,Prince Albert times and Saskatchewan review (1883-06-06),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3942,PTR_1883060601.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883060601.pdf,,4777,2025-10-06 09:44:45.212719,ocr/PTR_1883060601.json,metadata/PTR_1883060601.json
PTR_1883061301,Prince Albert times and Saskatchewan review (1883-06-13),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3943,PTR_1883061301.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883061301.pdf,,4778,2025-10-06 09:44:45.212790,ocr/PTR_1883061301.json,metadata/PTR_1883061301.json
PTR_1883062001,Prince Albert times and Saskatchewan review (1883-06-20),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3944,PTR_1883062001.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883062001.pdf,,4779,2025-10-06 09:44:45.212886,ocr/PTR_1883062001.json,metadata/PTR_1883062001.json
PTR_1883062701,Prince Albert times and Saskatchewan review (1883-06-27),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3945,PTR_1883062701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883062701.pdf,,4780,2025-10-06 09:44:45.213493,ocr/PTR_1883062701.json,metadata/PTR_1883062701.json
PTR_1883070401,Prince Albert times and Saskatchewan review (1883-07-04),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3946,PTR_1883070401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883070401.pdf,,4781,2025-10-06 09:44:45.213544,ocr/PTR_1883070401.json,metadata/PTR_1883070401.json
PTR_1883071101,Prince Albert times and Saskatchewan review (1883-07-11),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3947,PTR_1883071101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883071101.pdf,,4782,2025-10-06 09:44:45.213621,ocr/PTR_1883071101.json,metadata/PTR_1883071101.json
PTR_1883071801,Prince Albert times and Saskatchewan review (1883-07-18),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3948,PTR_1883071801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883071801.pdf,,4783,2025-10-06 09:44:45.213681,ocr/PTR_1883071801.json,metadata/PTR_1883071801.json
PTR_1883072501,Prince Albert times and Saskatchewan review (1883-07-25),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3949,PTR_1883072501.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883072501.pdf,,4784,2025-10-06 09:44:45.213756,ocr/PTR_1883072501.json,metadata/PTR_1883072501.json
PTR_1883080101,Prince Albert times and Saskatchewan review (1883-08-01),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3950,PTR_1883080101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883080101.pdf,,4785,2025-10-06 09:44:45.213866,ocr/PTR_1883080101.json,metadata/PTR_1883080101.json
PTR_1883080801,Prince Albert times and Saskatchewan review (1883-08-08),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3951,PTR_1883080801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883080801.pdf,,4786,2025-10-06 09:44:45.213977,ocr/PTR_1883080801.json,metadata/PTR_1883080801.json
PTR_1883081501,Prince Albert times and Saskatchewan review (1883-08-15),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3952,PTR_1883081501.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883081501.pdf,,4787,2025-10-06 09:44:45.214087,ocr/PTR_1883081501.json,metadata/PTR_1883081501.json
PTR_1883082201,Prince Albert times and Saskatchewan review (1883-08-22),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3953,PTR_1883082201.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883082201.pdf,,4788,2025-10-06 09:44:45.214189,ocr/PTR_1883082201.json,metadata/PTR_1883082201.json
PTR_1883082901,Prince Albert times and Saskatchewan review (1883-08-29),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3954,PTR_1883082901.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883082901.pdf,,4789,2025-10-06 09:44:45.214328,ocr/PTR_1883082901.json,metadata/PTR_1883082901.json
PTR_1883090501,Prince Albert times and Saskatchewan review (1883-09-05),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3955,PTR_1883090501.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883090501.pdf,,4790,2025-10-06 09:44:45.214495,ocr/PTR_1883090501.json,metadata/PTR_1883090501.json
PTR_1883091201,Prince Albert times and Saskatchewan review (1883-09-12),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3956,PTR_1883091201.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883091201.pdf,,4791,2025-10-06 09:44:45.214641,ocr/PTR_1883091201.json,metadata/PTR_1883091201.json
PTR_1883091901,Prince Albert times and Saskatchewan review (1883-09-19),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3957,PTR_1883091901.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883091901.pdf,,4792,2025-10-06 09:44:45.214746,ocr/PTR_1883091901.json,metadata/PTR_1883091901.json
PTR_1883092601,Prince Albert times and Saskatchewan review (1883-09-26),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3958,PTR_1883092601.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883092601.pdf,,4793,2025-10-06 09:44:45.214841,ocr/PTR_1883092601.json,metadata/PTR_1883092601.json
PTR_1883100301,Prince Albert times and Saskatchewan review (1883-10-03),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3959,PTR_1883100301.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883100301.pdf,,4794,2025-10-06 09:44:45.214916,ocr/PTR_1883100301.json,metadata/PTR_1883100301.json
PTR_1883101001,Prince Albert times and Saskatchewan review (1883-10-10),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3960,PTR_1883101001.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883101001.pdf,,4795,2025-10-06 09:44:45.215001,ocr/PTR_1883101001.json,metadata/PTR_1883101001.json
PTR_1883101701,Prince Albert times and Saskatchewan review (1883-10-17),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3961,PTR_1883101701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883101701.pdf,,4796,2025-10-06 09:44:45.215113,ocr/PTR_1883101701.json,metadata/PTR_1883101701.json
PTR_1883102401,Prince Albert times and Saskatchewan review (1883-10-24),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3962,PTR_1883102401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883102401.pdf,,4797,2025-10-06 09:44:45.215214,ocr/PTR_1883102401.json,metadata/PTR_1883102401.json
PTR_1883103101,Prince Albert times and Saskatchewan review (1883-10-31),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3963,PTR_1883103101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883103101.pdf,,4798,2025-10-06 09:44:45.215290,ocr/PTR_1883103101.json,metadata/PTR_1883103101.json
PTR_1883111601,Prince Albert times and Saskatchewan review (1883-11-16),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3964,PTR_1883111601.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883111601.pdf,,4799,2025-10-06 09:44:45.215368,ocr/PTR_1883111601.json,metadata/PTR_1883111601.json
PTR_1883112301,Prince Albert times and Saskatchewan review (1883-11-23),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3965,PTR_1883112301.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883112301.pdf,,4800,2025-10-06 09:44:45.215452,ocr/PTR_1883112301.json,metadata/PTR_1883112301.json
PTR_1883113001,Prince Albert times and Saskatchewan review (1883-11-30),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3966,PTR_1883113001.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883113001.pdf,,4801,2025-10-06 09:44:45.215522,ocr/PTR_1883113001.json,metadata/PTR_1883113001.json
PTR_1883120701,Prince Albert times and Saskatchewan review (1883-12-07),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3967,PTR_1883120701.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883120701.pdf,,4802,2025-10-06 09:44:45.215613,ocr/PTR_1883120701.json,metadata/PTR_1883120701.json
PTR_1883121401,Prince Albert times and Saskatchewan review (1883-12-14),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3968,PTR_1883121401.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883121401.pdf,,4803,2025-10-06 09:44:45.216352,ocr/PTR_1883121401.json,metadata/PTR_1883121401.json
PTR_1883122101,Prince Albert times and Saskatchewan review (1883-12-21),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3969,PTR_1883122101.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883122101.pdf,,4804,2025-10-06 09:44:45.216440,ocr/PTR_1883122101.json,metadata/PTR_1883122101.json
PTR_1883122801,Prince Albert times and Saskatchewan review (1883-12-28),1883,T. Spink &amp; J.D. Maveety,Prince Albert times and Saskatchewan review,saskatchewan_1808_1946,3970,PTR_1883122801.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/PTR_1883122801.pdf,,4805,2025-10-06 09:44:45.216521,ocr/PTR_1883122801.json,metadata/PTR_1883122801.json
P000848-10,Henderson's Manitoba and Northwest Territories Gazetteer and Directory (1884),1884,Henderson Directory Co.,Prairie Provinces--Directories;Prairie Provinces--Description and travel;Prairie Provinces--Commerce;Directories;Prairie Provinces;Prairie Provinces--Gazetteers;Gazetteers,saskatchewan_1808_1946,3971,P000848-10.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000848-10.pdf,,4806,2025-10-06 09:44:45.218470,ocr/P000848-10.json,metadata/P000848-10.json
P001134,"Report on Manitoba products exhibited at St. John, N.B. and Boston, U.S., 1883",1884,[Department of Agriculture] (Ottawa),The Wheat Economy--Agriculture; Settling the West--Immigration Literature; Agricultural exhibitions; Agriculture--Expositions; Manitoba--Commerce; 1883,saskatchewan_1808_1946,3972,P001134.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001134.pdf,,4807,2025-10-06 09:44:45.219197,ocr/P001134.json,metadata/P001134.json
P001192,The Saskatchewan Fife wheat: A history of this remarkable grain from its first importation from the Saskatchewan Valley in Manitoba till the present time,1884,"[The Author]? (Minneapolis, Minn.)",The Wheat Economy--Wheat; Grain; Céréales; Grain trade; Céréales--Commerce; Manitoba--Commerce; Saskatchewan--Commerce; 1884,saskatchewan_1808_1946,3973,P001192.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001192.pdf,,4808,2025-10-06 09:44:45.219575,ocr/P001192.json,metadata/P001192.json
P001200,"Our northern waters: A report presented to the Winnipeg Board of Trade, regarding the Hudson's Bay and Straits: Being a statement of their resources in minerals, fisheries, timber, furs, game, and other products: Also notes on the navigation of these waters, together with historical events, and meteorological and climatic data",1884,Winnipeg Board of Trade (Winnipeg),"History, Local--Manitoba--Hudson Bay; Communications--Hudson Bay Route; Boards of trade; Chambres de commerce; Hudson Bay Region (Man.)--Transportation; Natural resources; Ressources naturelles; Northwest Passage--Transportation; Trade routes; Routes commerciales; 1884",saskatchewan_1808_1946,3974,P001200.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001200.pdf,,4809,2025-10-06 09:44:45.220188,ocr/P001200.json,metadata/P001200.json
P001265,The settlers' guide to homesteads in the Canadian North-West,1884,Saskatchewan Land and Homestead Co. (Toronto),Settling the West--Immigration Literature; Farms; Exploitations agricoles; Immigrants--Canada; Immigrants--Canada; Prairie Provinces--Description and travel; Trust companies--Real estate operations; Trust companies--Real estate investments; Sociétés fiduciaires--Immeubles--Investissements; 1884,saskatchewan_1808_1946,3975,P001265.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001265.pdf,,4810,2025-10-06 09:44:45.220687,ocr/P001265.json,metadata/P001265.json
P001287,Statement in support of a general railway act for the North-West,1884,"A.S. Woodburn, printer (Ottawa)","Communications--Canadian Pacific Railway; Prairie Provinces--Transportation; Railroads--Laws, legislation, regulations, etc.; Railroad law; Chemins de fer--Droit--Législation; 1884",saskatchewan_1808_1946,3976,P001287.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001287.pdf,,4811,2025-10-06 09:44:45.220861,ocr/P001287.json,metadata/P001287.json
P001292,Lays from the West,1884,Manitoba Free Press Printers (Winnipeg),Literary Works--Poetry; Poetry; Poetry; Poésie; 1884,saskatchewan_1808_1946,3977,P001292.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001292.pdf,,4812,2025-10-06 09:44:45.221346,ocr/P001292.json,metadata/P001292.json
P001308,York Farmers Colonization Company guide and record: Choice homesteads free to the settler,1884,[York Farmers Colonization Co.] ([Toronto]),"History, Local--Saskatchewan--Yorkton; Settling the West--Immigration and Settlement; Cities and towns; Villes; Farmers; Agriculteurs; Land settlement; Colonisation intérieure; Trust companies--Real estate operations; Trust companies--Real estate investments; Sociétés fiduciaires--Immeubles--Investissements; Yorkton, Saskatchewan--Description and travel; 1884",saskatchewan_1808_1946,3978,P001308.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001308.pdf,,4813,2025-10-06 09:44:45.221725,ocr/P001308.json,metadata/P001308.json
